tipo,MSE,MAE,MAPE,R2
Treino,2167.209938148288,28.416558515605903,0.19400590058246414,0.696697855601278
Validation,1308.2423142621026,21.403665250890395,0.18311670183870948,0.7457167485798419
Teste,2296.6706237793833,29.0235805829366,0.1978943094332827,0.6674175504777309
