tipo,MSE,MAE,MAPE,R2
Treino,109361.56041455692,221.39393597181507,0.2559824458470484,0.7156946274909186
Validation,97107.70262459054,216.62338740141138,0.3162112596733408,0.5560619470847756
Teste,168142.6278101738,273.5165054146424,0.32282601017391965,0.5507236260334014
