sample,tipo,MSE,MAE,MAPE,R2
0,Treino,66496.82169252397,177.06380646108724,0.21008628687830833,0.8232356329536974
0,Teste,230835.884541152,329.75009955298157,0.39055181630979857,0.38320751531786135
1,Treino,58391.91891119422,164.5260707533868,0.19553443413256122,0.8447803921414081
1,Teste,219084.15040384355,328.7315127586325,0.4192785254546204,0.4146080980837622
2,Treino,63878.114575521795,173.69771382910693,0.20625832117520657,0.8301967792797116
2,Teste,192738.0810563648,311.39410803454615,0.3903145063843737,0.4850046813825013
3,Treino,64760.102172391176,176.3206580938086,0.21046805505352506,0.8278522464834797
3,Teste,290414.03666605265,369.9338448493625,0.42187401501420163,0.22401495063090582
4,Treino,61746.580080390755,168.95198235333515,0.19553332610978016,0.8358629049121726
4,Teste,254552.3856639181,344.96783046900913,0.3887527361822365,0.31983712693758404
5,Treino,73242.94051473642,184.9599075195666,0.21316459120054448,0.8053028446898998
5,Teste,197297.8092654563,294.0430689355048,0.3450433221692703,0.4728211073374554
6,Treino,159410.92340790224,258.2192603518198,0.30829910338756933,0.576247852765684
6,Teste,111395.35230877344,227.3033832189938,0.27697996789892726,0.7023521006313826
7,Treino,67822.47009214917,176.26327021125357,0.2071909821400056,0.8197117442275683
7,Teste,145421.90164779229,248.7315929925535,0.28763094130902866,0.6114333080281844
8,Treino,53341.1938627137,161.07060718141767,0.1972093650985443,0.8582064205378892
8,Teste,167934.09833276735,283.3289708925877,0.3521791502695517,0.551280815894738
9,Treino,68415.83481291491,181.1606673284941,0.2136652036679857,0.818134439679409
9,Teste,160136.52671346982,287.7049982837401,0.3769545124264346,0.572115893521917
10,Treino,74121.78909253122,182.30728168202293,0.20855217662212783,0.8029666561529233
10,Teste,157564.4027294348,272.4380809918977,0.31600506259612743,0.5789885976778459
11,Treino,72153.93662758387,179.8698991272334,0.20650749412048466,0.8081976760205396
11,Teste,204504.31122704633,325.4944575933022,0.384579332882849,0.45356536527815094
12,Treino,62451.83420051708,174.0357132737127,0.21177307648970226,0.8339881717297754
12,Teste,145177.9332627711,260.90461094562585,0.3116390968087566,0.6120851904973257
13,Treino,67121.86473206973,177.96509495589876,0.20761394366566074,0.821574119900143
13,Teste,170506.48559244318,282.57668112872636,0.34069320872575065,0.5444074082674362
14,Treino,73075.28101409401,185.64985492657607,0.21736649449189369,0.8057485235171886
14,Teste,246278.87269495317,327.7815568468999,0.38960037163227584,0.3419439177917073
15,Treino,75492.3399435782,188.3195121076193,0.21971989206145168,0.7993234060317325
15,Teste,178879.00673961666,307.57561003374866,0.39449047047289976,0.5220360679895417
16,Treino,74019.37244988723,188.6012374458112,0.23601447486987134,0.8032389039468959
16,Teste,276985.56074382423,342.6137486768343,0.4183331154861435,0.2598957801909606
17,Treino,68015.89864715646,183.0821887595074,0.22496039190303405,0.8191975651251048
17,Teste,154204.80137919012,263.4516980888632,0.324289444134007,0.5879654379489238
18,Treino,66645.92309500882,176.25294722292676,0.20549305996840378,0.8228392859649973
18,Teste,202146.2115442182,319.5340247267547,0.4010608955474763,0.45986619742732415
19,Treino,68301.34444444496,182.7653716364285,0.22001773560683108,0.8184387823081298
19,Teste,231884.456057046,350.65600831930834,0.4556385904904632,0.3804057367644931
20,Treino,72375.4750986268,181.13556661685502,0.21070220399341916,0.8076087740758514
20,Teste,245813.47362559364,313.79528324138374,0.4286531078322053,0.3431874620912845
21,Treino,67992.31957530002,175.47676526858064,0.19962031638734712,0.819260243905927
21,Teste,197954.7542648935,291.60895813793564,0.3185025834859353,0.47106575314151744
22,Treino,61939.89439232955,168.29294490780103,0.19454424447208563,0.8353490294949555
22,Teste,218467.40826780495,302.74617637203386,0.42641124116447254,0.41625603040265435
23,Treino,87620.55844100541,199.94796249371333,0.2334692022513743,0.7670837168025253
23,Teste,170759.73678915092,295.516310219684,0.36881219783742103,0.5437307221656345
24,Treino,67539.84250551711,177.3403765607599,0.2074905971416677,0.8204630355703614
24,Teste,187812.57463016952,315.4964581833299,0.3684231996765592,0.4981656132409501
25,Treino,51951.46248446926,159.93874663350329,0.19216819213895348,0.8619006570620896
25,Teste,168774.74154249922,287.26965992733216,0.36652205793306447,0.5490346208757428
26,Treino,77315.33110831125,185.68085361549964,0.21177706878927005,0.7944774619525545
26,Teste,212579.6379890736,322.09629586730154,0.41172821165069123,0.4319881271114264
27,Treino,65231.27743850204,174.91748178352879,0.2083764034834661,0.8265997505662
