tipo,MSE,MAE,MAPE,R2
Treino,149726.2288340192,258.36293834199193,0.30063573717855596,0.6107592914578637
Validation,107100.10083117128,245.53507120101185,0.4100267332949493,0.5103806500929992
Teste,157763.29977380802,271.0693860371908,0.3366566447658169,0.5784571456358952
