tipo,MSE,MAE,MAPE,R2
Treino,2225.742457261669,30.721088727717156,0.2356592314767168,0.689578920225824
Validation,1535.9155143562843,29.289807991903352,0.3293479440611405,0.5773083731605431
Teste,2743.943930016315,34.307994842529304,0.27928626349497493,0.6026475959818561
