sample,tipo,MSE,MAE,MAPE,R2
0,Treino,1533.655629196027,25.362065886921236,0.1930272852236432,0.7804655832927743
0,Teste,2950.4802343300234,36.534228927021225,0.28622432732211645,0.5727389319824474
1,Treino,1031.98481507772,22.105400484203944,0.17898859674148807,0.8522770170070273
1,Teste,2825.383558351269,34.08765789888178,0.2626633720749798,0.5908542675004517
2,Treino,1416.1878310736884,25.39183297590243,0.2072996365423159,0.7972804562353972
2,Teste,2242.375186460692,31.17252691698571,0.24903245698148016,0.6752801100256112
3,Treino,1762.6015641950976,28.739389081078937,0.2293545140408099,0.7476932246610914
3,Teste,2215.1879424239846,33.44939841479063,0.2758066876871054,0.6792171134965784
4,Treino,1462.4020767926256,25.895380582286595,0.2012472320116236,0.7906651396778009
4,Teste,2872.1342529681933,35.192579626633474,0.2736928743920902,0.5840842673221163
5,Treino,1173.9446458736859,23.54986633164502,0.19147522341657983,0.8319562435189228
5,Teste,2085.979562276717,32.33749849529316,0.2623341685192538,0.6979278677176028
6,Treino,1776.9005525151472,28.022710089375014,0.21791787676203106,0.745646402675382
6,Teste,2363.906521811683,32.10991870658472,0.24899631260338767,0.6576810739312533
7,Treino,1349.9592067923152,24.5541623209367,0.19830078629979725,0.8067607216379734
7,Teste,4396.345246264996,43.11882313899696,0.3489837477235048,0.363362227125848
8,Treino,1922.487299355552,28.999436977677956,0.2292750692991411,0.7248064559888723
8,Teste,2469.823591340604,32.71434596093992,0.2687665257628577,0.6423431503886161
9,Treino,1412.1233081109117,25.443796725283452,0.20311422922407874,0.7978622704711615
9,Teste,2950.8904529930714,38.19888249840587,0.3139128491931507,0.5726795279362669
10,Treino,1567.486221750397,25.980038590821056,0.2024652640260927,0.7756229189671611
10,Teste,2915.050720168107,37.11097046074768,0.3126332753608294,0.5778695042479487
11,Treino,1596.5649095933404,26.96090952092738,0.21304962685844342,0.7714604638157667
11,Teste,2896.7926534209028,37.21324813235551,0.30987054968016,0.5805134674264099
12,Treino,1576.7741938122333,27.119892342617305,0.21522934541547042,0.7742933965566724
12,Teste,3302.862000829036,39.81308474292358,0.3506656013696791,0.5217102864919725
13,Treino,1527.284487178054,26.34902188941692,0.2062118130598874,0.7813775774328198
13,Teste,2624.3435620259165,35.16251323412483,0.2743392823908753,0.6199670073672618
14,Treino,1360.5541971831535,24.819730791806553,0.19282345451288463,0.8052441067009614
14,Teste,3010.7762254410763,38.01195405468655,0.3002491841256528,0.5640074281209633
15,Treino,1347.707916653855,24.47650365157604,0.19012366713956963,0.8070829815103835
15,Teste,3884.334327503745,43.63695212186625,0.3684065227365087,0.4375068797289031
16,Treino,1661.1791253568863,27.223433081598454,0.22114021600467898,0.7622112921643178
16,Teste,2523.469216049775,33.087522087727365,0.26239785398325516,0.6345746906507681
17,Treino,1268.9641767719604,23.96711930992003,0.18631136354601538,0.8183547172737631
17,Teste,3509.125325578272,41.529255356205006,0.3475359216150618,0.4918411528506751
18,Treino,1193.3016774611913,23.520681684508816,0.18580221164639565,0.8291853902987811
18,Teste,3910.823617566115,44.842217872540154,0.361489905860691,0.4336709474520529
19,Treino,1571.2490253162946,26.142971441254648,0.20200276010491583,0.7750842942131436
19,Teste,4630.7526269320315,46.40065293963998,0.3939659320147154,0.3294175334283025
20,Treino,1487.378196923942,25.330907639889965,0.1961393178920866,0.7870899446599257
20,Teste,2771.586025574623,36.332312377387034,0.27201492953441087,0.5986447251498244
21,Treino,1411.3683241542735,25.062299503762265,0.19551913037065266,0.7979703422960149
21,Teste,2234.9260035958705,32.026058922304465,0.24608860793323437,0.6763588313095734
22,Treino,1093.7969275934356,22.58974586252753,0.17844668887611612,0.8434289511125392
22,Teste,3620.6869888643205,41.940695721656084,0.34844678493982406,0.4756858318114764
23,Treino,1505.7833298546598,26.06805941423165,0.210611060679157,0.7844553505271592
23,Teste,3422.8107572113718,38.96692688123633,0.32683680629459305,0.5043404247443877
24,Treino,1416.5020304305185,25.146673778253454,0.1953070691204935,0.7972354803156286
24,Teste,3230.2293958105624,41.057197339491296,0.33501592260541635,0.532228263881554
25,Treino,1315.0202048023825,24.956220463884584,0.19874823770364924,0.8117620487130831
25,Teste,2127.7014496428183,32.29505735381196,0.28207137491342815,0.6918860925691594
26,Treino,1348.6273794388983,25.040990989847643,0.19501776288630346,0.8069513654406767
26,Teste,2358.778079469884,34.157617124170066,0.27102768136677813,0.6584237271870617
27,Treino,1424.3885201727196,25.047498437416404,0.19626658246533188,0.7961065724353574
27,Teste,3297.3723922535137,38.58182966647049,0.31877334221593945,0.522505240478
28,Treino,1525.7952273724811,25.680549392279918,0.20188103314202283,0.7815907568301486
28,Teste,2584.372039406837,33.15524510328348,0.2595823946750128,0.6257553109951943
29,Treino,1540.9072239962609,26.30882447916892,0.20798079925400206,0.7794275571515987
29,Teste,2472.2380865216383,33.842837224404015,0.285223049396316,0.64199350568408
30,Treino,1402.9501140161412,25.32551516335405,0.19961551316832465,0.7991753630433144
30,Teste,2930.9328850984884,36.690540629811586,0.29169500905928997,0.5755695970424606
31,Treino,1336.8068940523835,24.14601291570935,0.1870887536926282,0.8086434032848472
31,Teste,2217.539837778126,29.77128627952188,0.2138956494904096,0.6788765339159448
32,Treino,1410.664139379582,25.325165561625532,0.20076100528481008,0.7980711424957619
32,Teste,3361.1614107625896,42.49278320521116,0.3510651039864367,0.5132679089213057
33,Treino,1127.271547944217,22.762912095441294,0.17979664301518047,0.8386372422612784
33,Teste,4000.0336267197195,41.94661246749262,0.3562585478449261,0.4207523847905139
