tipo,MSE,MAE,MAPE,R2
Treino,2573.7566547449537,32.009966234088004,0.2393554110092148,0.6410418836935672
Validation,1359.6280220480892,25.917842215621747,0.2660849763361544,0.6258235722184999
Teste,2613.560326411086,33.16819211524753,0.2606847159469118,0.6215285351185309
